Termékcsoport;Cikkszám;Vonalkód;Megnevezés;Kiszerelés;;Nagyker nettó ár;Áfa;Nagyker bruttó ár;VTSZ;Státusz
BIO termékek;43311;4012824401075;BIO YOGI TEA GYOMORERŐSÍTŐ 17DB;17;db;746;27;948;21069092;
BIO termékek;36513;4012824401389;BIO YOGI AYURVÉDA FÉRFI TEA FILTERES 17DB;17;db;746;27;948;21069092;
BIO termékek;43308;4012824402003;BIO YOGI TEA ZÖLD JÁZMIN 17DB;17;db;746;27;948;21069092;
BIO termékek;44582;4012970012613;BIO BURGER KÉTSZERSÜLT SZEZÁMMAGGAL 250G;250;g;321;18;379;19051000;
BIO termékek;40983;4013743004170;BIO OVERDE KÁVÉ, SZEMES 500G;500;g;1 380;27;1 753;9012100;
BIO termékek;42497;8712423020313;BIO BIONOVA MAJONÉZ 300G;300;g;703;27;892;190211;
BIO termékek;39106;9011600016439;BIO WOJNARS GREEN HEART PARADICSOM BAZSALIKOM KRÉM 150G;150;g;332;27;422;20019097;
BIO termékek;36964;9120008991856;BIO HÖLLINGER SZÉNSAVAS ITAL ÁFONYA 250ML;250.000;ml;223;27;283;0910;
BIO termékek;22406;9120010940965;BIO SCHAFER SZÖRP BODZA 500ML;500.000;ml;1 135;27;1 442;21500962;
BIO termékek;43294;9120013232135;BIO BIOKING GYÜMÖLCSÖS MÜZLI 500G;500;g;886;18;1 045;19042010;
BIO termékek;41403;4019555705328;BIO ALMAWIN FOLYÉKONY MOSÓSZER FEKETE RUHÁHOZ  750ML;750;ml;1 394;27;1 770;34022090;
BIO termékek;11838;4019886015066;BIO SODASAN FOLYÉKONY MOSÓSZER SZÍNES 1500ML;1500.000;ml;1 612;27;2 047;34029090;
BIO termékek;11841;4019886016063;BIO SODASAN ÖBLÍTOSZER SZÍNES 750ML;750.000;ml;810;27;1 029;34029090;
BIO termékek;36510;4021457613038;BIO LAVERA VOLUMENNÖVELŐ SAMPON VÉKONY HAJRA 200ML;200.000;ml;1 071;27;1 360;33051000;
BIO termékek;41832;0091037440334;BIO MORINGA KAPSZULA 30DB;30;db;1 495;27;1 899;08042090;
BIO termékek;38416;4792059022077;BIO CECIL KÓKUSZKRÉM 400ML;400;ml;489;27;621;20081991;
BIO termékek;42964;5400164142199;BIO OXFAM FAIR TRADE KÁVÉS ÉTCSOKOLÁDÉ 100G;100;g;608;27;773;18063290;
BIO termékek;39263;5999538600231;BIO BIOHÁLÓ PÓRÉHAGYMA CSÍRA 50G;50;g;414;27;526;2006003800;
BIO termékek;40551;5999538600422;BIO BIOHÁLÓ KAVALKÁD CSÍRA 50G;50;g;334;27;424;2008979790;
BIO termékek;10270;3273227088213;BIO SOJADE SZÓJAKRÉM 200ML;200.000;ml;304;27;386;2106909280;
BIO termékek;29905;9004145028517;BIO SONNENTOR TEA GYÖMBÉR ENERGIA 30G;30.000;g;736;27;935;21069092;
BIO termékek;39104;9020200013199;BIO JOYA ZABITAL 1000ML;1000;ml;493;27;627;22029010;
BIO termékek;22404;9120010940941;BIO SCHAFER SZÖRP RIBIZLI 500ML;500.000;ml;1 135;27;1 442;21500962;
BIO termékek;18215;5999880877923;BIO VIRÁGOSKÚT NATÚR LECSÓ 680G;680.000;g;588;27;746;2004903000;
BIO termékek;31280;7618500941124;BIO BIOTTA BREUSS ZÖLDSÉGLÉ 500ML;500.000;ml;738;27;937;2202901919;
BIO termékek;20314;7640104952053;BIO HOLLE 3-MAG KÁSA 250G;250.000;g;792;18;935;11041999;
BIO termékek;29957;7640104952138;BIO HOLLE GABONAPEHELY BÚZADARA 250G;250.000;g;792;18;935;11041919;
BIO termékek;28924;8000215204219;BIO VITARIZ RIZSITAL NATÚR 1000ML;1000.000;ml;426;27;541;13021980;
BIO termékek;40753;8000215204356;BIO VITARIZ RIZSITAL KAKAÓS 1000ML;1000;ml;559;27;710;2202900000;
BIO termékek;43315;4012824401426;BIO YOGI TEA TOROKNYUGTATÓ 17DB;17;db;746;27;948;21069092;
BIO termékek;43307;4012824402263;BIO YOGI TEA ESTI ROOIBOS VANÍLIA 17DB;17;db;746;27;948;21069092;
BIO termékek;44586;4012970021042;BIO BURGER KÉTSZERSÜLT 225G;225;g;321;18;379;19051000;
BIO termékek;44258;4015533102653;BIO VOELKEL ALMAECET 750ML;750;ml;523;27;665;22090091;
BIO termékek;11756;4016512051191;BIO ERNETESEGEN FŰSZERES ZÖLDSÉGLEVES KOCKA 6DB;6.000;db;323;27;410;1517101000;
BIO termékek;44583;4017875250122;BIO RUNGE KÉTSZERSÜLT SZEZÁMMAGGAL 250G;250;g;400;18;472;19051000;
BIO termékek;11842;4019886018098;BIO SODASAN FOLTELTÁVOLÍTÓ ZSELÉ 200ML;200.000;ml;748;27;950;34012010;
BIO termékek;40552;5999538600330;BIO BIOHÁLÓ LUCERNA CSÍRA 50G;50;g;334;27;424;2008979790;
BIO termékek;44104;3478820043625;BIO QUINOÁS PARADICSOMOS SPAGHETTI  500G;500;g;896;27;1 138;1902309000;
BIO termékek;28523;5400164115049;BIO OXFAM LIMONÁDÉ ITAL 330ML;330.000;ml;298;27;378;20093955;
BIO termékek;12903;5400164120043;BIO OXFAM KÁVÉ VÁKUM CSOMAGOLT 250G;250.000;g;1 057;27;1 342;9012100000;
BIO termékek;44284;5999534383343;BIO HOMOKTÖVIS ÜDÍTŐITAL MÉZZEL ÍZESÍTVE 320ML;320;ml;236;27;299;22029010;
BIO termékek;40557;5999538600408;BIO BIOHÁLÓ RUCCOLA-LUCERNA CSÍRA 50G;50;g;334;27;424;2008979790;
BIO termékek;31905;3273227082235;BIO SOJADE SZÓJA JOGHURT EPRES 400GR;400.000;g;726;27;922;21069092;
BIO termékek;44118;3273227082556;BIO SOJADE SZÓJAKÉSZÍTMÉNY PIROS GYÜMÖLCSÖS 4X100G;400;g;719;27;913;21069092;
BIO termékek;23952;3273227284523;BIO SOJADE SZÓJA JOGHURT NATÚR 125G;125.000;g;204;27;259;2106909280;
BIO termékek;39107;9011600016422;BIO WOJNARS GREEN HEART TÖKMAG KRÉM 150G;150;g;332;27;422;20019097;
BIO termékek;39105;9011600023086;BIO WOJNARS GREEN HEART HUMUSZ NATUR 150G;150;g;332;27;422;2005400000;
BIO termékek;36963;9120008992181;BIO HÖLLINGER SZÉNSAVAS ITAL NARANCS 250ML;250.000;ml;223;27;283;0910;
BIO termékek;22416;9120010949258;BIO SCHAFER EPERLÉ-ALMÁVAL 700ML;700.000;ml;661;27;840;2009611000;
BIO termékek;40749;9120010949395;BIO SCHAFER ŐSZIBARACK-ALMALÉ 100% 700ML;700;ml;661;27;840;20099019;
BIO termékek;18203;5999880877787;BIO VIRÁGOSKÚT ZAKUSZKA OLÍVAOLAJJAL 340G;340.000;g;989;27;1 256;2004903000;
BIO termékek;18218;5999880877961;BIO VIRÁGOSKÚT ZAKUSZKA 690G;690.000;g;1 412;27;1 793;2004903000;
BIO termékek;31298;5998858703554;BIO BIOPONT SZŐLŐMAGLISZT 100G;100.000;g;329;27;418;12089000;
BIO termékek;41662;5998858703677;BIO BIOPONT PUFFASZTOTT TÖNKÖLY NATÚR 100G;100;g;150;18;176;19042099;
BIO termékek;16847;5998858704599;BIO BIOPONT MÉZES SZELET SZEZÁMMAGOS 40G;40.000;g;161;27;205;2106900000;
BIO termékek;16923;5998858709075;BIO BIOPONT ALMA-MANGÓLÉ 750ML;750.000;ml;887;27;1 127;2009709900;
BIO termékek;25636;5998858709600;BIO BIOPONT ZABITAL VANÍLIA 200ML;200.000;ml;138;27;175;13021980;
BIO termékek;29569;5998858709662;BIO BIOPONT GYÜMÖLCSLÉ REGGELI VEGYES RÉPÁVAL 750ML;750.000;ml;812;27;1 031;20099059;
BIO termékek;18200;5999880877732;BIO VIRÁGOSKÚT CSÍPŐS ZAKUSZKA 340G;340.000;g;765;27;971;2004903000;
BIO termékek;44241;8002738985101;BIO HC+PROBIOTIKUS SAMPON HAJHULLÁS ELLEN 250ML;250;ml;1 363;27;1 731;330510;
BIO termékek;11755;4016512051153;BIO ERNTESEGEN TYÚKHÚSLEVES KOCKA 6DB;6.000;db;467;27;593;1517101000;
BIO termékek;31073;4021457614004;BIO LAVERA BASIS HAJKONDÍCIONÁLÓ 200ML;200;ml;1 047;27;1 329;33059000;
BIO termékek;42963;5400164142182;BIO OXFAM FAIR TRADE ÉTCSOKOLÁDÉ 100G;100;g;608;27;773;18063290;
BIO termékek;10096;5999538600156;BIO BIOHÁLÓ CSÍRA BROCCOLI 100G;100.000;g;414;27;526;709909000;
BIO termékek;15813;5998207722526;BIO ZÖLDFARM JOGHURT NATÚR 150G;150.000;g;116;18;137;406108099;
BIO termékek;10088;5999538600095;BIO BIOHÁLÓ CSÍRA RETEK 100G;100.000;g;414;27;526;709909000;
BIO termékek;40560;5999538600361;BIO BIOHÁLÓ VÖRÖSHERE CSÍRA 50G;50;g;334;27;424;1602;
BIO termékek;44105;3478820600651;BIO QUINOÁS PETREZSELYMES FOKHAGYMÁS SPAGHETTI  500G;500;g;896;27;1 138;1902309000;
BIO termékek;30040;8711542002323;BIO CANDY TREE EPRES NYALÓKA 14G;14.000;g;210;27;267;17049099;
BIO termékek;44017;9120008993508;BIO HÖLLINGER ICE TEA ŐSZIBARACK 500ML;500;ml;270;27;343;22029010;
BIO termékek;37868;9120026203153;BIO LINA COLOR FOLYÉKONY MOSÓSZER LEVENDULA 1500ML;1500;ml;1 270;27;1 613;3402209000;
BIO termékek;20317;7640104952114;BIO HOLLE ZABPEHELYKÁSA 250G;250.000;g;792;18;935;11041290;
BIO termékek;18198;5999880877671;BIO VIRÁGOSKÚT CÉKLASALÁTA 650G;650.000;g;610;27;774;20049098;
BIO termékek;28922;8000215202260;BIO VITARIZ RIZSDESSZERT VANÍLIÁS 2DB;2.000;db;317;18;374;19019099;
BIO termékek;43999;8001860251962;BIO RISO SCOTTI RIZSALAPÚ FŐZŐKRÉM 200ML;200;ml;282;27;358;21069098-4;
BIO termékek;20492;8003419011775;BIO LENMAG CSÍRÁZTATÁSRA 80G;80.000;g;345;27;438;1209919000;
BIO termékek;20610;8009004901261;BIO ALCE NERO ÉTCSOKOLÁDÉ KAKAÓBAB DARABOKKAL 100G;100.000;g;828;27;1 052;1517101000;
BIO termékek;28033;8018759000341;BIO LA SELVA BAZSALIKOMOS PESTO 130G;130.000;g;713;27;905;12119085;
BIO termékek;20767;8019428000013;BIO BRIDGE RIZSITAL NATÚR 1000ML;1000.000;ml;414;27;526;1302199000;
BIO termékek;23942;8019428000228;BIO BRIDGE RIZSITAL KAKAÓS 1000ML;1000.000;ml;449;27;570;13021980;
BIO termékek;18211;5999880877886;BIO VIRÁGOSKÚT PARADICSOMLÉ 500ML;500.000;ml;489;27;621;2004000000;
BIO termékek;18214;5999880877916;BIO ÉTELÍZESÍTŐ 200G;200.000;g;489;27;621;2103909;
BIO termékek;20256;7394376615900;BIO OATLY ZABITAL KALCIUMMAL 1000ML;1000.000;ml;463;27;588;2202901000;
BIO termékek;40285;7618500940974;BIO BIOTTA ZÖLDSÉG KOKTÉL 1005 500ML;500;ml;607;27;771;2202901919;
BIO termékek;40282;7618500944583;BIO BIOTTA PLUS VÖRÖSÁFONYALÉ 500ML;500;ml;1 111;27;1 411;2202901911;
BIO termékek;29956;7640104954835;BIO HOLLE BÉBIÉTEL ALMA-FEKETE ÁFONYA 190G;190.000;g;340;27;432;20071099;
BIO termékek;21804;8716671000462;BIO FITT-FATS KÓKUSZOLAJ SZŰRT ÍZTELEN 2220ML;2220.000;ml;5 452;27;6 924;1513213000;
BIO termékek;29251;9020200013809;BIO JOYA SZÓJAGURT NATÚR 500G;500.000;g;420;27;533;21069098;
BIO termékek;40683;9120008998503;BIO HÖLLINGER ŐSZIBARACK NEKTÁR 50% 1000ML;1000;ml;654;27;831;20098038;
BIO termékek;38018;9120013234191;BIO BIOKING ROPOGÓS MÁLNÁS MÜZLI 375G;375;g;978;18;1 153;19042010;
BIO termékek;37871;9120026203368;BIO LINA MOSOGATÓSZER 500ML ;500;ml;801;27;1 018;3402209000;
BIO termékek;38765;5999534381974;BIO HOMOKTÖVIS VELŐ 200ML;200;ml;656;27;832;2009800000;
BIO termékek;33567;5999550760142;BIO HOMOKTÖVIS PRÉSLÉ MÉZZEL 500ML;500.000;ml;1 755;27;2 229;2008;
BIO termékek;33570;5999550760159;BIO HOMOKTÖVIS VELŐ 500G;500.000;g;1 898;27;2 410;2008;
BIO termékek;41917;5999550760197;BIO HOMOKTÖVIS PRÉSELT MÉZZEL KÖKÉNNYEL 300ML;300;ml;1 380;27;1 753;2008;
BIO termékek;39709;8009004908512;BIO ALCE NERO BALZSAMECET MODENÁBÓL 250ML;250;ml;679;27;862;2209;
BIO termékek;44238;8010047119520;BIO BEMA SAMPON SEBORRHOEÁS ÉS ZSÍROS FEJBŐRRE 200ML;200;ml;1 664;27;2 113;330510;
BIO termékek;30142;801541508839;BIO TULSI TEA CHAI MASALA SZÁLAS 100G;100.000;g;1 708;27;2 169;21069098;
BIO termékek;30841;8017977003776;BIO MISO FEHÉR ÉDES SHIRO SZÓJABABKRÉM 250G;250.000;g;1 697;27;2 156;21031000;
BIO termékek;38141;8018759000372;BIO LA SELVA PESTO TOSZKÁN 180G;180;g;1 149;27;1 459;1211900000;
BIO termékek;31187;8023678423102;BIO ISOLA RIZS TEJSZÍN 200ML;200.000;ml;288;27;365;21069092;
BIO termékek;37273;8023678423409;BIO ISOLA KÓKUSZ TEJSZÍN FŐZÉSHEZ 200ML;200;ml;472;27;600;0911;
BIO termékek;40471;8411317300271;BIO PESASUR MAKRÉLAFILÉ EXTRA SZŰZ OLÍVAOLAJBAN 120G;120;g;677;27;860;16042050;
BIO termékek;41108;8412170014619;BIO SANTIVERI NATURALIA PUFFASZTOTT TALLÉR SOKMAGVAS 130G;130;g;370;18;437;190410;
BIO termékek;26215;8437007759983;BIO NATURGREEN ZABDESSZERT KARAMELLA 2X125G;250.000;g;475;27;603;21061080;
BIO termékek;28826;8437011502094;BIO NATURGREEN AGAVE SZIRUP 690G;690.000;g;1 725;27;2 191;21061080;
BIO termékek;34794;5999559312694;BIO BIORGANIK AGÁVÉ CUKOR 250G;250.000;g;952;27;1 209;17026095;
BIO termékek;43177;5999559314285;BIO BIORGANIK SZŐLŐMAGLISZT 250G;250;g;382;27;485;12089000;
BIO termékek;33225;5999562480632;BIO GREENMARK MEXIKÓI FŰSZERKEVERÉK 20G;20.000;g;334;27;424;21039090;
BIO termékek;43617;9004998900572;BIO PÖRKÖLT SÓS SZÓJABAB TÖKMAG ÉS NAPRAFORGÓMAG SNACK 55G;55;g;345;27;438;20081999;
BIO termékek;39103;9020200013120;BIO JOYA RIZSITAL 1000ML;1000;ml;493;27;627;22029010;
BIO termékek;36961;9120008992129;BIO HÖLLINGER SZÉNSAVAS ITAL COLA 250ML;250.000;ml;223;27;283;"3304990000	";
BIO termékek;44015;9120008992471;BIO HÖLLINGER MÁLNA SPRIZZ 500ML;500;ml;270;27;343;22029010;
BIO termékek;40287;9120008998565;BIO HÖLLINGER NARANCS IVÓLÉ 100% 1000ML;1000;ml;643;27;816;20091119;
BIO termékek;40289;9120008998688;BIO HÖLLINGER VADALMA IVÓLÉ 100% 1000ML;1000;ml;576;27;732;2009791900;
BIO termékek;31685;5999566050008;BIO TIGERS ALMAECET SZŰRETLEN 750ML;750.000;ml;561;27;712;22090099;
BIO termékek;20830;8003419013359;BIO FOKHAGYMA CSÍRÁZTATÁSRA 6G;6.000;g;345;27;438;1209919000;
BIO termékek;30721;8003419018491;BIO ÁRPA CSÍRÁZTATÁSRA 80G;80.000;g;345;27;438;1209210000;
BIO termékek;31561;8009004809567;BIO ALCE NERO ÉTCSOKOLÁDÉ GYÖMBÉRREL 50G;50.000;g;506;27;643;18063210;
BIO termékek;29474;8009004901285;BIO ALCE NERO ARABICA SZEMES KÁVÉ 500G;500.000;g;2 300;27;2 921;901210000;
BIO termékek;41762;8011845003097;BIO TERRA NATUR EXTRA SZŰZ OLÍVAOLAJ 500ML;500;ml;1 264;27;1 605;15091090;
BIO termékek;30853;8017977000553;BIO TEA KUKICHA UJI 100G;100.000;g;1 019;27;1 294;9021000;
BIO termékek;33756;8018759001294;BIO LA SELVA BALZSAMECET SŰRÍTMÉNY 250ML;250.000;ml;1 606;27;2 040;22090011;
BIO termékek;20776;8019428005001;BIO BRIDGE ZABKRÉM 200ML;200.000;ml;242;27;307;2202901000;
BIO termékek;35709;8410352479911;BIO ABACO EXTRA SZŰZ OLÍVAOLAJ 500ML;500.000;ml;1 436;27;1 824;15091090;
BIO termékek;35712;8424523030146;BIO HIDA SÜLT PARADICSOM ÉS PAPRIKA KRÉM 290G;290.000;g;700;27;889;20059950;
BIO termékek;43789;850835000030;BIO FAIRTRADE NYUGTATÓ TEA 20DB;20;db;794;27;1 008;0902200000;
BIO termékek;36347;8001860810008;BIO RISO SCOTTI RIZSITAL 1000ML;1000.000;ml;414;27;526;2106;
BIO termékek;20602;8009004801011;BIO ALCE NERO PUFFASZTOTTRIZS 4 MAGVAS 100G;100.000;g;351;18;414;19041030;
BIO termékek;30845;8017977002212;BIO UMEBOSHI RYUJIN JAPÁN SZILVA 250G;250.000;g;4 026;27;5 113;8129098;
BIO termékek;20775;8019428000204;BIO BRIDGE RIZSITAL NATÚR 3X200ML;3.000;db;368;27;467;1302199000;
BIO termékek;43745;9004998900084;BIO PÖRKÖLT SZÓJABAB TAMARI SZÓSSZAL ROPOGÓS SNACK 50G;50;g;345;27;438;20081999;
BIO termékek;44005;9120008990118;BIO HÖLLINGER VÖRÖSSZŐLŐ IVÓLÉ 100% 1000ML;1000;ml;703;27;892;2009611000;
BIO termékek;44011;9120008992310;BIO HÖLLINGER CITROM SPRIZZ 500ML;500;ml;270;27;343;22029010;
BIO termékek;40743;9120010941054;BIO SCHAFER ERDEI GRÁNÁTALMA SZÖRP 500ML;500;ml;1 135;27;1 442;210690;
BIO termékek;43292;9120013239806;BIO BIOKING PIRÍTOTT ROPOGÓS CSOKOLÁDÉS-MOGYORÓS MÜZLI 375G;375;g;920;18;1 086;19041090;
BIO termékek;33423;9120037000017;BIO PURE ENERGY DRINK 250ML;250.000;ml;294;27;373;2202100000;
BIO termékek;18192;5999880877602;BIO VIRÁGOSKÚT PADLIZSÁNKRÉM 690G;690.000;g;1 412;27;1 793;2004903000;
BIO termékek;18212;5999880877893;BIO VIRÁGOSKÚT PAPRIKAKRÉM CSÍPŐS RÓZSA 200G;200.000;g;414;27;526;2004903000;
BIO termékek;18213;5999880877909;BIO VIRÁGOSKÚT PAPRIKAKRÉM ÉDES RÓZSA 200G;200.000;g;414;27;526;2004903000;
BIO termékek;20257;7394376615931;BIO OATLY ZABKRÉM 250ML;250.000;ml;270;27;343;1302199000;
BIO termékek;40284;7618500942459;BIO BIOTTA VITA7 ZÖLDSÉG ÉS GYÜMÖLCSLÉ 500ML;500;ml;844;27;1 072;2202909190;
BIO termékek;27018;8009004809468;BIO ALCE NERO PARADICSOM HÁMOZOTT 400G;400.000;g;362;27;460;20021010;
BIO termékek;39713;8009004901179;BIO ALCE NERO KAKAÓPOR 75G;75;g;506;27;643;180690;
BIO termékek;20319;7640104954132;BIO HOLLE BÉBIÉTEL CUKKINI-SÜTŐTÖK- BURGONYA 190g;190.000;g;340;27;432;20051000;
BIO termékek;20325;7640104954958;BIO HOLLE BÉBIÉTEL ŐSZIBARACK-ALMA 190G;190.000;g;340;27;432;20071099;
BIO termékek;20486;8003419011379;BIO SZÓJABABMAG CSÍRÁZTATÁSRA 90G;90.000;g;345;27;438;1209919000;
BIO termékek;39575;8009004810310;BIO ALCE NERO FEHÉR RIZS ROSA MARCHETTI 500G;500;g;541;27;686;1006300000;
BIO termékek;20609;8009004901247;BIO ALCE NERO KÁVÉ 100% ARABICA ESZPRESSZÓ 250G;250.000;g;1 208;27;1 534;9012100000;
BIO termékek;44237;8010047119537;BIO BEMA SAMPON KORPÁS FEJBŐRRE 200ML;200;ml;1 664;27;2 113;330510;
BIO termékek;20676;8014968007669;BIO BÚZAMAG CSÍRÁZTATÁSRA 30G;30.000;g;440;27;559;1209919000;
BIO termékek;20768;8019428000037;BIO BRIDGE RIZSITAL VANÍLIA 1000ML;1000.000;ml;449;27;570;1302199000;
BIO termékek;20778;8019428006008;BIO BRIDGE RIZSITAL NATÚR + KALCIUM 1000ML;1000.000;ml;449;27;570;1302199000;
BIO termékek;30776;8019428009016;BIO BRIDGE RIZS DESSZERT VANÍLIÁS 4X110G;440.000;g;592;27;752;13021980;
BIO termékek;37276;8023678162544;BIO BIOPONT ZABITAL LIGHT 1000ML;1000;ml;480;27;610;0911;
BIO termékek;33869;8588004638310;BIO BIOPONT KUKORICÁS SNACK IGOR SAJTOS 50G;50.000;g;208;18;245;19041010;
BIO termékek;44418;8594071211790;BIO ZEMANKA KIS VAKOND MÁLNA ÍZESÍTÉSŰ KEKSZ 100G;100;g;391;18;461;190531;
BIO termékek;20593;8009004100039;BIO ALCE NERO TÉSZTA TELJESKIŐRLÉSŰ PENNE 500G;500.000;g;428;27;543;1902199000;
BIO termékek;20596;8009004110021;BIO ALCE NERO TÉSZTA DURUM PENNE 500G;500.000;g;428;27;543;1902199000;
BIO termékek;20667;8014968007577;BIO NAPRAFORGÓMAG CSÍRÁZTATÁSRA 30G;30.000;g;440;27;559;1206009100;
BIO termékek;20673;8014968007638;BIO BROKKOLIMAG CSÍRÁZTATÁSRA 10G;10.000;g;440;27;559;1209919000;
BIO termékek;39583;801541500123;BIO TULSI BORSMENTA TEA 30,6G;30.6;g;1 139;27;1 446;210690;
BIO termékek;41474;8032804431027;BIO FELICIA  BARNA RIZS  PENNE GLUTÉNMENTES TÉSZTA 250G;250;g;620;27;787;1902191000;
BIO termékek;41106;8412170020726;BIO SANTIVERI NATURALIA PUFFASZTOTT BARNARIZS TALLÉR QUINOÁVAL 130G;180;g;444;18;524;9619003010;
BIO termékek;28918;8412170022553;BIO SANTIVERI PUFFASZTOTT KUKORICA TALLÉR 130G;130.000;g;307;18;362;19041010;
BIO termékek;35713;8424523060167;BIO HIDA SÜLT ZÖLDSÉG KRÉM 290G;290.000;g;700;27;889;20059950;
BIO termékek;21250;8594000092988;BIO RACIO TÖNKÖLYBÚZA SZELETEK 140G;140.000;g;495;18;584;1904109000;
BIO termékek;43244;8594025571116;BIO SWEET VEGGIE ZÖLDSÉGES NYERS (RAW) GYÜMÖLCSSZELET SÁRGARÉPA+BANÁN 45G;45;g;344;27;437;2008979790;
BIO termékek;32708;8428532210124;BIO ECOMIL MANDULAITAL KAKAÓS 1000ML;1000.000;ml;702;27;891;21069092;
BIO termékek;43790;850835000498;BIO KOFFEINMENTES TISZTÍTÓ TEA 20DB;20;db;794;27;1 008;0902200000;
BIO termékek;21249;8594000090649;BIO RACIO RIZSSZELETEK AMARÁNTTAL 140G;140.000;g;345;18;407;1904109000;
BIO termékek;30713;8594002311902;BIO FIT MÜZLISZELET ALMÁS 30G;30.000;g;94;18;111;19042099;
BIO termékek;21258;8594000095484;BIO RACIO RIZSES TALLÉR TEJCSOKIS 100G;100.000;g;574;18;677;1904109000;
BIO termékek;30714;8594002311926;BIO FIT MÜZLISZELET SÁRGABARACK 30G;30.000;g;94;18;111;19042099;
BIO termékek;44009;9120008994673;BIO HÖLLINGER FEKETERIBIZLISZÖRP CITROMMAL 700ML;700;ml;1 259;27;1 599;21069098-4;
BIO termékek;44006;9120008994703;BIO HÖLLINGER MÁLNASZÖRP CITROMMAL 700ML;700;ml;1 259;27;1 599;21069098-4;
BIO termékek;40744;9120010949210;BIO SCHAFER KÖRTELÉ 100% 700ML;700;ml;661;27;840;20098019;
BIO termékek;43291;9120013231893;BIO BIOKING PIRÍTOTT ROPOGÓS BOGYÓS MÜZLI 375G;375;g;978;18;1 153;19041090;
BIO termékek;37867;9120026203702;BIO LINA ÁLTALÁNOS TISZTÍTÓSZER 1L;1;ml;801;27;1 018;3402209000;
BIO termékek;18652;5999559310058;BIO BIORGANIK ÁRPA 500G;500.000;g;275;27;349;11042904;
BIO termékek;18689;5999559310485;BIO BIORGANIK JÁZMIN RIZS FEHÉR 500G;500.000;g;734;27;932;10063098;
BIO termékek;18677;5999559310799;BIO BIORGANIK NAPRAFORGÓ MAG 250G;250.000;g;266;27;337;1206009100;
BIO termékek;40442;5999559310805;BIO BIORGANIK NAPRAFORGÓ MAG CSÍRÁZTATÁSHOZ 200G;200;g;181;27;229;12060099;
BIO termékek;18623;5999559310850;BIO BIORGANIK QUINOA 500G;500.000;g;803;27;1 019;10089090;
BIO termékek;18649;5999559310881;BIO BIORGANIK RIZSPEHELY 500G;500.000;g;635;27;806;1104199100;
BIO termékek;18610;5999559310928;BIO BIORGANIK SÖRÉLESZTŐ PEHELY 100G;100.000;g;669;27;850;2106909800;
BIO termékek;18665;5999559311192;BIO BIORGANIK ZAB 500G;500.000;g;370;27;470;11042240;
BIO termékek;40570;5999559311956;BIO BIORGANIK PUFFASZTOTT AMARANT 200G;200;g;408;18;482;210690;
BIO termékek;35975;5999559312090;BIO BIORGANIK CHIA MAG FEKETE 200G;200.000;g;531;27;675;12079996;
BIO termékek;37935;5999559313783;BIO BIORGANIK KÓKUSZLISZT 250G;250;g;367;27;466;11063090;
BIO termékek;43084;5999559314568;BIO BIORGANIK GESZTENYELISZT 250G;250;g;868;27;1 102;11063090;
BIO termékek;38128;5999560193350;BIO GYÓGYFŰ KAMILLAVIRÁG 50G;50;g;288;5;302;12119098;
BIO termékek;18540;5999560640335;BIO  TÖNKÖLYKEKSZ KÖMÉNYMAGOS 200G;200.000;g;532;18;628;190590;
BIO termékek;33211;5999562480281;BIO GREENMARK FEKETE BORS ŐRÖLT 20G;20.000;g;253;27;321;9041100;
BIO termékek;33226;5999562480656;BIO GREENMARK PIZZA FŰSZERKEVERÉK 20G;20.000;g;265;27;336;21039090;
BIO termékek;20995;8428532230016;BIO ECOMIL MANDULAITAL 1000ML;1000.000;ml;828;27;1 052;21061080;
BIO termékek;33870;8588004638334;BIO BIOPONT KUKORICÁS SNACK JUNIOR TENGERI SÓS 50G;50.000;g;208;18;245;19041010;
BIO termékek;41665;8588004638754;BIO BIOPONT ANGELINA KUKORICÁS SNACK 4*15G;60;g;421;18;497;19041010;
BIO termékek;44415;8594071210960;BIO ZEMANKA KEKSZ CSOKOLÁDÉ DARABKÁKKAL 100G;100;g;403;18;475;190531;
BIO termékek;44414;8594071210977;BIO ZEMANKA ALMÁS HAJDINA KEKSZ 100G;100;g;403;18;475;190531;
BIO termékek;30719;8003419018484;BIO DURUMBÚZA CSÍRÁZTATÁSRA 80G;80.000;g;345;27;438;1209210000;
BIO termékek;20599;8009004810679;BIO ALCE NERO PARADICSOMPÜRÉ 500G;500.000;g;506;27;643;2103200000;
BIO termékek;44236;8010047119131;BIO ECO BIMBO STOP-PID TETŰ ELLENI HAB 200ML;200;ml;1 395;27;1 772;33059;
BIO termékek;20679;8014968007690;BIO ENERGIA MIX CSÍRÁZTATÁSRA 20G;20.000;g;440;27;559;1209919000;
BIO termékek;20777;8019428005018;BIO BRIDGE RIZSTEJSZÍN 200ML;200.000;ml;242;27;307;13021980;
BIO termékek;30775;8019428009023;BIO BRIDGE RIZS DESSZERT KAKAÓS 4X110G;440.000;g;592;27;752;13021980;
BIO termékek;37275;8023678162506;BIO BIOPONT ISOLA RIZSITAL LIGHT 1000ML;1000;ml;424;27;538;0911;
BIO termékek;40470;8411317300318;BIO PESASUR SZARDÍNIA EXTRA SZŰZ OLÍVAOLAJBAN 120G;120;g;597;27;758;16042050;
BIO termékek;34732;8436542190596;BIO NATURGREEN KÓKUSZDESSZERT 2X125G;250.000;g;646;27;821;21061080;
